step,atom_id,type,fx_lj,fy_lj,fz_lj
125,15,H,0.046276,0.002905,0.047871
125,16,C,-0.000005,-0.000005,0.000000
125,17,C,0.000031,0.000004,0.000002
125,18,H,-0.001112,-0.000061,-0.000150
125,19,H,0.001137,0.000059,0.000149
125,20,Cl,0.000014,0.000000,-0.000001
130,0,C,0.000004,0.000012,-0.000013
130,1,H,0.000013,0.000012,0.000012
130,2,H,0.000011,-0.000010,-0.000011
130,3,H,-0.000008,0.000009,-0.000009
130,4,H,-0.000020,-0.000023,0.000022
130,5,O,0.000003,-0.000054,-0.000000
130,6,H,0.000028,0.000030,-0.000001
130,7,H,-0.000037,0.000028,0.000001
130,8,O,-0.000063,-0.000003,0.000000
130,9,C,-0.000005,-0.000000,0.000003
130,10,O,0.000074,0.000000,-0.000003
130,11,N,0.000159,0.000161,0.000204
130,12,H,-0.047171,-0.003074,-0.049045
130,13,H,-0.000057,0.000095,-0.000048
130,14,H,-0.000140,-0.000258,-0.000142
130,15,H,0.047144,0.003080,0.049030
130,16,C,-0.000004,-0.000005,0.000000
130,17,C,0.000031,0.000004,0.000002
130,18,H,-0.001083,-0.000062,-0.000152
130,19,H,0.001107,0.000060,0.000151
130,20,Cl,0.000014,0.000000,-0.000001
135,0,C,0.000004,0.000012,-0.000014
135,1,H,0.000013,0.000012,0.000012
135,2,H,0.000011,-0.000010,-0.000011
135,3,H,-0.000007,0.000009,-0.000009
135,4,H,-0.000020,-0.000023,0.000022
135,5,O,0.000003,-0.000052,-0.000000
135,6,H,0.000027,0.000029,-0.000001
135,7,H,-0.000035,0.000027,0.000001
135,8,O,-0.000063,-0.000003,0.000000
135,9,C,-0.000005,-0.000000,0.000003
135,10,O,0.000074,0.000000,-0.000003
135,11,N,0.000166,0.000172,0.000212
135,12,H,-0.047981,-0.003250,-0.050153
135,13,H,-0.000057,0.000095,-0.000048
135,14,H,-0.000146,-0.000269,-0.000149
135,15,H,0.047953,0.003256,0.050138
135,16,C,-0.000002,-0.000006,0.000000
135,17,C,0.000031,0.000004,0.000002
135,18,H,-0.001053,-0.000063,-0.000154
135,19,H,0.001077,0.000061,0.000153
135,20,Cl,0.000014,0.000000,-0.000001
140,0,C,0.000004,0.000013,-0.000014
140,1,H,0.000013,0.000012,0.000012
140,2,H,0.000010,-0.000010,-0.000011
140,3,H,-0.000007,0.000009,-0.000009
140,4,H,-0.000020,-0.000023,0.000022
140,5,O,0.000003,-0.000050,-0.000000
140,6,H,0.000025,0.000028,-0.000001
140,7,H,-0.000034,0.000026,0.000001
140,8,O,-0.000063,-0.000003,0.000000
140,9,C,-0.000005,-0.000000,0.000003
140,10,O,0.000073,0.000000,-0.000003
140,11,N,0.000173,0.000184,0.000219
140,12,H,-0.048725,-0.003427,-0.051201
140,13,H,-0.000058,0.000096,-0.000049
140,14,H,-0.000151,-0.000281,-0.000157
140,15,H,0.048694,0.003432,0.051187
140,16,C,-0.000001,-0.000006,0.000000
140,17,C,0.000031,0.000004,0.000002
140,18,H,-0.001023,-0.000064,-0.000155
140,19,H,0.001046,0.000062,0.000154
140,20,Cl,0.000014,0.000000,-0.000001
145,0,C,0.000004,0.000013,-0.000014
145,1,H,0.000012,0.000011,0.000011
145,2,H,0.000010,-0.000009,-0.000011
145,3,H,-0.000007,0.000008,-0.000008
145,4,H,-0.000020,-0.000023,0.000022
145,5,O,0.000003,-0.000048,-0.000000
145,6,H,0.000024,0.000027,-0.000001
145,7,H,-0.000033,0.000025,0.000001
145,8,O,-0.000063,-0.000003,0.000000
145,9,C,-0.000004,-0.000000,0.000003
145,10,O,0.000073,0.000000,-0.000003
145,11,N,0.000180,0.000196,0.000227
145,12,H,-0.049397,-0.003603,-0.052185
145,13,H,-0.000058,0.000096,-0.000049
145,14,H,-0.000157,-0.000293,-0.000165
145,15,H,0.049363,0.003609,0.052171
145,16,C,-0.000000,-0.000006,0.000000
145,17,C,0.000031,0.000004,0.000002
145,18,H,-0.000991,-0.000065,-0.000156
145,19,H,0.001014,0.000062,0.000155
145,20,Cl,0.000014,0.000000,-0.000001
150,0,C,0.000005,0.000014,-0.000015
150,1,H,0.000012,0.000011,0.000011
150,2,H,0.000010,-0.000009,-0.000010
150,3,H,-0.000006,0.000008,-0.000008
150,4,H,-0.000020,-0.000024,0.000022
150,5,O,0.000003,-0.000046,-0.000000
150,6,H,0.000023,0.000026,-0.000001
150,7,H,-0.000032,0.000024,0.000001
150,8,O,-0.000063,-0.000003,0.000000
150,9,C,-0.000004,-0.000000,0.000003
150,10,O,0.000073,0.000000,-0.000003
150,11,N,0.000188,0.000208,0.000235
150,12,H,-0.049989,-0.003779,-0.053094
150,13,H,-0.000058,0.000097,-0.000049
150,14,H,-0.000163,-0.000306,-0.000173
150,15,H,0.049953,0.003785,0.053081
150,16,C,0.000001,-0.000006,0.000000
150,17,C,0.000031,0.000004,0.000002
150,18,H,-0.000959,-0.000065,-0.000156
150,19,H,0.000982,0.000062,0.000155
150,20,Cl,0.000015,0.000000,-0.000001
155,0,C,0.000005,0.000014,-0.000015
155,1,H,0.000012,0.000011,0.000011
155,2,H,0.000010,-0.000009,-0.000010
155,3,H,-0.000006,0.000008,-0.000008
155,4,H,-0.000020,-0.000024,0.000022
155,5,O,0.000004,-0.000044,-0.000000
155,6,H,0.000021,0.000025,-0.000001
155,7,H,-0.000031,0.000023,0.000001
155,8,O,-0.000063,-0.000003,0.000000
155,9,C,-0.000004,-0.000001,0.000003
155,10,O,0.000072,0.000000,-0.000003
155,11,N,0.000195,0.000221,0.000243
155,12,H,-0.050503,-0.003952,-0.053930
155,13,H,-0.000059,0.000097,-0.000050
155,14,H,-0.000169,-0.000319,-0.000181
155,15,H,0.050465,0.003958,0.053917
155,16,C,0.000002,-0.000006,0.000000
155,17,C,0.000030,0.000004,0.000003
155,18,H,-0.000927,-0.000065,-0.000156
155,19,H,0.000949,0.000063,0.000155
155,20,Cl,0.000015,0.000000,-0.000001
160,0,C,0.000005,0.000014,-0.000015
160,1,H,0.000012,0.000011,0.000010
160,2,H,0.000009,-0.000009,-0.000010
160,3,H,-0.000006,0.000007,-0.000007
160,4,H,-0.000020,-0.000024,0.000022
160,5,O,0.000004,-0.000043,-0.000000
160,6,H,0.000020,0.000024,-0.000001
160,7,H,-0.000030,0.000022,0.000001
160,8,O,-0.000062,-0.000003,0.000000
160,9,C,-0.000003,-0.000001,0.000003
160,10,O,0.000072,0.000000,-0.000003
160,11,N,0.000202,0.000234,0.000252
160,12,H,-0.050944,-0.004124,-0.054696
160,13,H,-0.000059,0.000097,-0.000050
160,14,H,-0.000175,-0.000332,-0.000190
160,15,H,0.050905,0.004130,0.054684
160,16,C,0.000004,-0.000007,0.000000
160,17,C,0.000030,0.000004,0.000003
160,18,H,-0.000894,-0.000065,-0.000156
160,19,H,0.000916,0.000063,0.000155
160,20,Cl,0.000015,0.000000,-0.000001
165,0,C,0.000005,0.000015,-0.000016
165,1,H,0.000011,0.000010,0.000010
165,2,H,0.000009,-0.000008,-0.000010
165,3,H,-0.000006,0.000007,-0.000007
165,4,H,-0.000020,-0.000024,0.000022
165,5,O,0.000004,-0.000041,-0.000000
165,6,H,0.000019,0.000023,-0.000001
165,7,H,-0.000028,0.000021,0.000001
165,8,O,-0.000062,-0.000003,0.000000
165,9,C,-0.000003,-0.000001,0.000003
165,10,O,0.000071,0.000000,-0.000003
165,11,N,0.000210,0.000247,0.000261
165,12,H,-0.051306,-0.004293,-0.055384
165,13,H,-0.000059,0.000097,-0.000050
165,14,H,-0.000181,-0.000346,-0.000199
165,15,H,0.051264,0.004300,0.055372
165,16,C,0.000005,-0.000007,0.000000
165,17,C,0.000030,0.000005,0.000003
165,18,H,-0.000861,-0.000065,-0.000155
165,19,H,0.000883,0.000062,0.000154
165,20,Cl,0.000015,0.000000,-0.000001
170,0,C,0.000005,0.000015,-0.000016
170,1,H,0.000011,0.000010,0.000010
170,2,H,0.000009,-0.000008,-0.000009
170,3,H,-0.000005,0.000007,-0.000007
170,4,H,-0.000020,-0.000024,0.000022
170,5,O,0.000004,-0.000039,-0.000000
170,6,H,0.000018,0.000023,-0.000001
170,7,H,-0.000027,0.000021,0.000001
170,8,O,-0.000062,-0.000003,0.000000
170,9,C,-0.000003,-0.000001,0.000003
170,10,O,0.000071,0.000000,-0.000003
170,11,N,0.000217,0.000261,0.000270
170,12,H,-0.051584,-0.004459,-0.055989
170,13,H,-0.000059,0.000098,-0.000051
170,14,H,-0.000188,-0.000360,-0.000208
170,15,H,0.051540,0.004465,0.055977
170,16,C,0.000006,-0.000007,0.000000
170,17,C,0.000030,0.000005,0.000003
170,18,H,-0.000828,-0.000065,-0.000154
170,19,H,0.000850,0.000062,0.000153
170,20,Cl,0.000016,0.000000,-0.000001
175,0,C,0.000006,0.000016,-0.000016
175,1,H,0.000011,0.000010,0.000009
175,2,H,0.000009,-0.000008,-0.000009
175,3,H,-0.000005,0.000007,-0.000006
175,4,H,-0.000020,-0.000024,0.000022
175,5,O,0.000004,-0.000038,-0.000000
175,6,H,0.000017,0.000022,-0.000001
175,7,H,-0.000026,0.000020,0.000001
175,8,O,-0.000062,-0.000003,0.000000
175,9,C,-0.000002,-0.000001,0.000003
175,10,O,0.000071,0.000000,-0.000003
175,11,N,0.000225,0.000276,0.000280
175,12,H,-0.051781,-0.004620,-0.056510
175,13,H,-0.000059,0.000098,-0.000051
175,14,H,-0.000194,-0.000375,-0.000218
175,15,H,0.051735,0.004627,0.056498
175,16,C,0.000008,-0.000007,0.000000
175,17,C,0.000030,0.000005,0.000003
175,18,H,-0.000795,-0.000064,-0.000152
175,19,H,0.000817,0.000061,0.000152
175,20,Cl,0.000016,0.000000,-0.000001
180,0,C,0.000006,0.000016,-0.000017
180,1,H,0.000010,0.000009,0.000009
180,2,H,0.000008,-0.000008,-0.000009
180,3,H,-0.000005,0.000006,-0.000006
180,4,H,-0.000020,-0.000024,0.000022
180,5,O,0.000004,-0.000036,-0.000000
180,6,H,0.000016,0.000021,-0.000001
180,7,H,-0.000025,0.000019,0.000001
180,8,O,-0.000062,-0.000003,0.000000
180,9,C,-0.000002,-0.000001,0.000003
180,10,O,0.000070,0.000000,-0.000003
180,11,N,0.000233,0.000291,0.000290
180,12,H,-0.051885,-0.004775,-0.056933
180,13,H,-0.000060,0.000098,-0.000051
180,14,H,-0.000201,-0.000390,-0.000228
180,15,H,0.051837,0.004782,0.056922
180,16,C,0.000009,-0.000008,0.000000
180,17,C,0.000030,0.000005,0.000003
180,18,H,-0.000763,-0.000064,-0.000151
180,19,H,0.000784,0.000061,0.000150
180,20,Cl,0.000016,0.000000,-0.000001
185,0,C,0.000006,0.000016,-0.000017
185,1,H,0.000010,0.000009,0.000009
185,2,H,0.000008,-0.000007,-0.000009
185,3,H,-0.000005,0.000006,-0.000006
185,4,H,-0.000020,-0.000024,0.000022
185,5,O,0.000004,-0.000035,-0.000000
185,6,H,0.000015,0.000020,-0.000001
185,7,H,-0.000024,0.000018,0.000001
185,8,O,-0.000062,-0.000003,0.000000
185,9,C,-0.000002,-0.000001,0.000003
185,10,O,0.000070,0.000000,-0.000003
185,11,N,0.000240,0.000306,0.000300
185,12,H,-0.051901,-0.004925,-0.057262
185,13,H,-0.000060,0.000098,-0.000051
185,14,H,-0.000208,-0.000405,-0.000239
185,15,H,0.051851,0.004932,0.057251
185,16,C,0.000011,-0.000008,0.000000
185,17,C,0.000030,0.000005,0.000003
185,18,H,-0.000730,-0.000063,-0.000148
185,19,H,0.000751,0.000060,0.000148
185,20,Cl,0.000016,0.000000,-0.000001
190,0,C,0.000006,0.000017,-0.000017
190,1,H,0.000010,0.000009,0.000009
190,2,H,0.000008,-0.000007,-0.000008
190,3,H,-0.000004,0.000006,-0.000006
190,4,H,-0.000020,-0.000024,0.000022
190,5,O,0.000004,-0.000033,-0.000000
190,6,H,0.000014,0.000020,-0.000001
190,7,H,-0.000024,0.000018,0.000001
190,8,O,-0.000062,-0.000003,0.000000
190,9,C,-0.000001,-0.000001,0.000003
190,10,O,0.000069,0.000000,-0.000003
190,11,N,0.000248,0.000322,0.000311
190,12,H,-0.051834,-0.005067,-0.057500
190,13,H,-0.000060,0.000098,-0.000052
190,14,H,-0.000215,-0.000421,-0.000250
190,15,H,0.051782,0.005075,0.057489
190,16,C,0.000012,-0.000008,0.000000
190,17,C,0.000029,0.000005,0.000003
190,18,H,-0.000698,-0.000062,-0.000146
190,19,H,0.000719,0.000059,0.000145
190,20,Cl,0.000017,0.000000,-0.000001
195,0,C,0.000007,0.000017,-0.000017
195,1,H,0.000010,0.000009,0.000008
195,2,H,0.000008,-0.000007,-0.000008
195,3,H,-0.000004,0.000006,-0.000005
195,4,H,-0.000020,-0.000024,0.000022
195,5,O,0.000004,-0.000032,-0.000000
195,6,H,0.000013,0.000019,-0.000001
195,7,H,-0.000023,0.000017,0.000001
195,8,O,-0.000062,-0.000003,0.000000
195,9,C,-0.000001,-0.000001,0.000003
195,10,O,0.000069,0.000000,-0.000003
195,11,N,0.000256,0.000338,0.000322
195,12,H,-0.051677,-0.005201,-0.057639
195,13,H,-0.000060,0.000098,-0.000052
195,14,H,-0.000221,-0.000437,-0.000261
195,15,H,0.051623,0.005209,0.057628
195,16,C,0.000014,-0.000009,0.000000
195,17,C,0.000029,0.000005,0.000003
195,18,H,-0.000667,-0.000061,-0.000143
195,19,H,0.000687,0.000058,0.000143
195,20,Cl,0.000017,0.000000,-0.000001
200,0,C,0.000007,0.000017,-0.000017
200,1,H,0.000009,0.000008,0.000008
200,2,H,0.000008,-0.000007,-0.000008
200,3,H,-0.000004,0.000005,-0.000005
200,4,H,-0.000020,-0.000024,0.000022
200,5,O,0.000004,-0.000031,-0.000000
200,6,H,0.000012,0.000019,-0.000001
200,7,H,-0.000022,0.000016,0.000001
200,8,O,-0.000062,-0.000003,0.000000
200,9,C,-0.000001,-0.000001,0.000003
200,10,O,0.000069,0.000000,-0.000003
200,11,N,0.000264,0.000355,0.000333
200,12,H,-0.051439,-0.005327,-0.057687
200,13,H,-0.000060,0.000098,-0.000052
200,14,H,-0.000228,-0.000454,-0.000272
200,15,H,0.051383,0.005335,0.057677
200,16,C,0.000015,-0.000009,0.000000
200,17,C,0.000029,0.000005,0.000003
200,18,H,-0.000635,-0.000060,-0.000141
200,19,H,0.000655,0.000057,0.000140
200,20,Cl,0.000017,0.000000,-0.000002
205,0,C,0.000007,0.000017,-0.000018
205,1,H,0.000009,0.000008,0.000008
205,2,H,0.000007,-0.000007,-0.000008
205,3,H,-0.000004,0.000005,-0.000005
205,4,H,-0.000020,-0.000024,0.000022
205,5,O,0.000004,-0.000029,-0.000000
205,6,H,0.000011,0.000018,-0.000001
205,7,H,-0.000021,0.000016,0.000001
205,8,O,-0.000061,-0.000003,0.000000
205,9,C,-0.000000,-0.000001,0.000003
205,10,O,0.000068,0.000000,-0.000003
205,11,N,0.000272,0.000372,0.000345
205,12,H,-0.051117,-0.005442,-0.057640
205,13,H,-0.000060,0.000098,-0.000052
205,14,H,-0.000236,-0.000471,-0.000284
205,15,H,0.051058,0.005451,0.057630
205,16,C,0.000017,-0.000009,0.000000
205,17,C,0.000029,0.000005,0.000003
205,18,H,-0.000605,-0.000059,-0.000138
205,19,H,0.000624,0.000056,0.000137
205,20,Cl,0.000017,0.000000,-0.000002
210,0,C,0.000007,0.000018,-0.000018
210,1,H,0.000009,0.000008,0.000008
210,2,H,0.000007,-0.000006,-0.000008
210,3,H,-0.000004,0.000005,-0.000005
210,4,H,-0.000020,-0.000024,0.000022
210,5,O,0.000004,-0.000028,-0.000000
210,6,H,0.000010,0.000017,-0.000001
210,7,H,-0.000020,0.000015,0.000001
210,8,O,-0.000061,-0.000003,0.000000
210,9,C,0.000000,-0.000001,0.000003
210,10,O,0.000068,0.000000,-0.000003
210,11,N,0.000279,0.000389,0.000357
210,12,H,-0.050711,-0.005548,-0.057495
210,13,H,-0.000060,0.000097,-0.000052
210,14,H,-0.000243,-0.000488,-0.000296
210,15,H,0.050650,0.005557,0.057486
210,16,C,0.000018,-0.000009,0.000000
210,17,C,0.000029,0.000006,0.000003
210,18,H,-0.000575,-0.000058,-0.000134
210,19,H,0.000594,0.000054,0.000134
210,20,Cl,0.000018,0.000000,-0.000002
215,0,C,0.000007,0.000018,-0.000018
215,1,H,0.000009,0.000008,0.000007
215,2,H,0.000007,-0.000006,-0.000007
215,3,H,-0.000003,0.000005,-0.000005
215,4,H,-0.000019,-0.000024,0.000022
215,5,O,0.000003,-0.000027,-0.000000
215,6,H,0.000009,0.000017,-0.000001
215,7,H,-0.000019,0.000014,0.000001
215,8,O,-0.000061,-0.000004,0.000000
215,9,C,0.000001,-0.000001,0.000003
215,10,O,0.000067,0.000000,-0.000003
215,11,N,0.000287,0.000407,0.000369
215,12,H,-0.050226,-0.005644,-0.057257
215,13,H,-0.000060,0.000097,-0.000052
215,14,H,-0.000250,-0.000505,-0.000309
215,15,H,0.050163,0.005653,0.057248
215,16,C,0.000020,-0.000010,0.000000
215,17,C,0.000028,0.000006,0.000003
215,18,H,-0.000545,-0.000056,-0.000131
215,19,H,0.000565,0.000053,0.000130
215,20,Cl,0.000018,0.000000,-0.000002
220,0,C,0.000007,0.000018,-0.000018
220,1,H,0.000008,0.000007,0.000007
220,2,H,0.000007,-0.000006,-0.000007
220,3,H,-0.000003,0.000004,-0.000004
220,4,H,-0.000019,-0.000024,0.000022
220,5,O,0.000003,-0.000026,-0.000000
220,6,H,0.000008,0.000016,-0.000001
220,7,H,-0.000019,0.000014,0.000001
220,8,O,-0.000061,-0.000004,0.000000
220,9,C,0.000001,-0.000001,0.000003
220,10,O,0.000067,0.000000,-0.000003
220,11,N,0.000295,0.000425,0.000382
220,12,H,-0.049666,-0.005729,-0.056927
220,13,H,-0.000060,0.000097,-0.000052
220,14,H,-0.000257,-0.000523,-0.000322
220,15,H,0.049600,0.005738,0.056918
220,16,C,0.000022,-0.000010,0.000000
220,17,C,0.000028,0.000006,0.000003
220,18,H,-0.000517,-0.000055,-0.000127
220,19,H,0.000536,0.000051,0.000127
220,20,Cl,0.000018,0.000000,-0.000002
225,0,C,0.000007,0.000018,-0.000018
225,1,H,0.000008,0.000007,0.000007
225,2,H,0.000007,-0.000006,-0.000007
225,3,H,-0.000003,0.000004,-0.000004
225,4,H,-0.000019,-0.000024,0.000022
225,5,O,0.000003,-0.000025,-0.000000
225,6,H,0.000008,0.000016,-0.000001
225,7,H,-0.000018,0.000013,0.000001
225,8,O,-0.000061,-0.000004,0.000000
225,9,C,0.000001,-0.000001,0.000003
225,10,O,0.000066,0.000000,-0.000003
225,11,N,0.000303,0.000443,0.000395
225,12,H,-0.049033,-0.005802,-0.056508
225,13,H,-0.000060,0.000097,-0.000052
225,14,H,-0.000264,-0.000541,-0.000335
225,15,H,0.048965,0.005812,0.056499
225,16,C,0.000024,-0.000010,0.000000
225,17,C,0.000028,0.000006,0.000003
225,18,H,-0.000489,-0.000054,-0.000124
225,19,H,0.000507,0.000050,0.000123
225,20,Cl,0.000019,0.000000,-0.000002
230,0,C,0.000008,0.000018,-0.000018
230,1,H,0.000008,0.000007,0.000007
230,2,H,0.000006,-0.000006,-0.000007
230,3,H,-0.000003,0.000004,-0.000004
230,4,H,-0.000019,-0.000024,0.000022
230,5,O,0.000003,-0.000024,-0.000000
230,6,H,0.000007,0.000015,-0.000001
230,7,H,-0.000017,0.000013,0.000001
230,8,O,-0.000061,-0.000004,0.000000
230,9,C,0.000002,-0.000001,0.000003
230,10,O,0.000066,0.000000,-0.000003
230,11,N,0.000311,0.000462,0.000408
230,12,H,-0.048330,-0.005864,-0.056001
230,13,H,-0.000060,0.000096,-0.000052
230,14,H,-0.000272,-0.000560,-0.000349
230,15,H,0.048259,0.005873,0.055993
230,16,C,0.000025,-0.000011,0.000000
230,17,C,0.000028,0.000006,0.000003
230,18,H,-0.000462,-0.000052,-0.000120
230,19,H,0.000480,0.000048,0.000119
230,20,Cl,0.000019,0.000000,-0.000002
235,0,C,0.000008,0.000019,-0.000018
235,1,H,0.000008,0.000007,0.000007
235,2,H,0.000006,-0.000005,-0.000007
235,3,H,-0.000003,0.000004,-0.000004
235,4,H,-0.000019,-0.000024,0.000022
235,5,O,0.000003,-0.000023,-0.000000
235,6,H,0.000006,0.000015,-0.000001
235,7,H,-0.000016,0.000012,0.000001
235,8,O,-0.000061,-0.000004,0.000000
235,9,C,0.000002,-0.000001,0.000004
235,10,O,0.000066,0.000000,-0.000003
235,11,N,0.000318,0.000481,0.000422
235,12,H,-0.047565,-0.005914,-0.055415
235,13,H,-0.000060,0.000096,-0.000052
235,14,H,-0.000279,-0.000578,-0.000362
235,15,H,0.047492,0.005924,0.055407
235,16,C,0.000027,-0.000011,0.000000
235,17,C,0.000027,0.000006,0.000003
235,18,H,-0.000435,-0.000051,-0.000116
235,19,H,0.000454,0.000047,0.000116
235,20,Cl,0.000019,0.000000,-0.000002
240,0,C,0.000008,0.000019,-0.000018
240,1,H,0.000007,0.000007,0.000006
240,2,H,0.000006,-0.000005,-0.000006
240,3,H,-0.000003,0.000004,-0.000004
240,4,H,-0.000019,-0.000024,0.000022
240,5,O,0.000003,-0.000022,-0.000000
240,6,H,0.000006,0.000015,-0.000001
240,7,H,-0.000016,0.000012,0.000001
240,8,O,-0.000061,-0.000004,0.000000
240,9,C,0.000002,-0.000001,0.000004
240,10,O,0.000065,0.000000,-0.000003
240,11,N,0.000326,0.000501,0.000436
240,12,H,-0.046728,-0.005951,-0.054737
240,13,H,-0.000059,0.000096,-0.000052
240,14,H,-0.000286,-0.000597,-0.000377
240,15,H,0.046653,0.005962,0.054729
240,16,C,0.000029,-0.000012,0.000000
240,17,C,0.000027,0.000006,0.000003
240,18,H,-0.000410,-0.000049,-0.000112
240,19,H,0.000428,0.000045,0.000112
240,20,Cl,0.000020,0.000000,-0.000002
245,0,C,0.000008,0.000019,-0.000018
245,1,H,0.000007,0.000006,0.000006
245,2,H,0.000006,-0.000005,-0.000006
245,3,H,-0.000002,0.000004,-0.000004
245,4,H,-0.000019,-0.000024,0.000022
245,5,O,0.000003,-0.000021,-0.000000
245,6,H,0.000005,0.000014,-0.000001
245,7,H,-0.000015,0.000011,0.000001
245,8,O,-0.000061,-0.000004,0.000000
245,9,C,0.000003,-0.000001,0.000004
245,10,O,0.000065,0.000000,-0.000003
245,11,N,0.000334,0.000520,0.000450
245,12,H,-0.045828,-0.005976,-0.053975
245,13,H,-0.000059,0.000095,-0.000052
245,14,H,-0.000293,-0.000617,-0.000391
245,15,H,0.045751,0.005987,0.053968
245,16,C,0.000031,-0.000012,0.000000
245,17,C,0.000027,0.000006,0.000003
245,18,H,-0.000385,-0.000048,-0.000108
245,19,H,0.000403,0.000044,0.000108
245,20,Cl,0.000020,0.000000,-0.000002
250,0,C,0.000008,0.000019,-0.000018
250,1,H,0.000007,0.000006,0.000006
250,2,H,0.000006,-0.000005,-0.000006
250,3,H,-0.000002,0.000003,-0.000003
250,4,H,-0.000018,-0.000024,0.000022
250,5,O,0.000003,-0.000020,-0.000000
250,6,H,0.000004,0.000014,-0.000001
250,7,H,-0.000014,0.000011,0.000001
250,8,O,-0.000060,-0.000004,0.000000
250,9,C,0.000003,-0.000001,0.000004
250,10,O,0.000064,0.000000,-0.000003
250,11,N,0.000341,0.000540,0.000465
250,12,H,-0.044871,-0.005987,-0.053136
250,13,H,-0.000059,0.000095,-0.000052
250,14,H,-0.000301,-0.000636,-0.000406
250,15,H,0.044792,0.005999,0.053129
250,16,C,0.000033,-0.000012,0.000000
250,17,C,0.000026,0.000006,0.000003
250,18,H,-0.000362,-0.000046,-0.000104
250,19,H,0.000379,0.000042,0.000104
250,20,Cl,0.000021,0.000000,-0.000002
